PA,Rush Township Police Department,,"104 Mahaney Ave  Tamaqua, PA 18252",570-668-4242,3,"3,957",Local Police
PA,Rye Township Police Department,,"1775 New Valley Road  Marysville, PA 17053",,1,,Local Police
PA,Sadsbury Township Police Department,,"P.O. Box 418  Sadsburyville, PA 19369",610-857-9536,2,"2,582",Local Police
PA,Salem Township Police Department,,"38 Bomboy Lane  Berwick, PA 18603",570-752-3772,3,"4,269",Local Police
PA,Salisbury Township Police Department,,"3000 South Pike Avenue  Allentown, PA 18103",610-797-1447,16,"13,498",Local Police
PA,Sandy Lake Borough Police Department,,"3271 South Main StreetP.O. Box 104 Sandy Lake, PA 16145",724-376-2676,1,743,Local Police
PA,Sandy Township Police Department,,"1094 Chestnut Avenue  Du Bois, PA 15801",814-371-4220,8,"11,556",Local Police
PA,Saxonburg Borough Police Department,,"420 West Main Street  Saxonburg, PA 16056",724-352-6255,2,"1,629",Local Police
PA,Saxton Borough Police Department,,"707 Ninth Street  Saxton, PA 16678",814-635-3523,1,803,Local Police
PA,Sayre Borough Police Department,,"110 W Packer Ave  Sayre, PA 18840",570-888-2233,9,"5,813",Local Police
PA,School District Of Philadelphia Police,,"440 N. Broad St.  Philadelphia, PA 19130",,450,,Special Jurisdiction
PA,Schuylkill County District Attorney's Office,,"401 North Second Street  Pottsville, PA 17901",,7,,Special Jurisdiction
PA,Schuylkill County Sheriff's Office,,"401 N 2Nd St  Pottsville, PA 17901",570-628-1440,12,"150,336",Sheriff
PA,Schuylkill Haven Borough Police Department,,"220 Parkway  Schuylkill Haven, PA 17972",570-385-2731,8,"5,548",Local Police
PA,Schuylkill Township Police Department,,"111 Valley Park Road  Phoenixville, PA 19460",610-933-5820,11,"6,960",Local Police
PA,Scott Township Police Department,,"1038 Montdale Rd  Scott Township, PA 18447",570-254-7447,5,"4,931",Local Police
PA,Scott Township Police Department,,"301 Lindsay Rd  Carnegie, PA 15106",412-276-7725,20,"17,288",Local Police
PA,Scott Township Police Department,,"350 Tenny Street  Bloomsburg, PA 17815",570-784-9114,6,"4,768",Local Police
PA,Scottdale Police Department,,"10 Mt. Pleasant Road  Scottdale, PA 15683",,7,,Local Police
PA,Scranton Police Department,,"100 South Washington Avenue  Scranton, PA 18503",,155,,Local Police
PA,Selinsgrove Borough Police Department,,"100 W. Pine Street  Selinsgrove, PA 17870",570-374-8655,5,"5,383",Local Police
PA,Septa Transit Police,,"1234 Market Street, 4Th Floor  Philadelphia, PA 19107",,256,,Special Jurisdiction
PA,Seven Springs Borough Police Department,,"P. O. Box 743  Champion, PA 15622",814-352-7003,6,127,Local Police
PA,Seward Borough Police Department,,"233 Indiana StreetP.O. Box 456 Seward, PA 15954",814-446-6164,1,484,Local Police
PA,Sewickley Borough Police Department,,"601 Thorn St  Sewickley, PA 15143",,9,"3,902",Local Police
PA,Sewickley Heights Borough Police Department,,"238 Country Club Road  Sewickley, PA 15143",412-741-5111,3,981,Local Police
PA,Shade Township Police Department,,"1221 #1 Road  Cairnbrook, PA 15924",814-754-4622,1,"2,886",Local Police
PA,Shaler Township Police Department,,"300 Wetzel Rd  Glenshaw, PA 15116",412-492-2222,27,"29,757",Local Police
PA,Shamokin Dam Borough Police Department,,"210 W 8Th AvePo Box 273 Shamokin Dam, PA 17876",570-743-2671,3,"1,502",Local Police
PA,Shamokin Police Department,,"511 North Franklin Street  Shamokin, PA 17872",,13,,Local Police
PA,Sharon Hill Borough Police Department,,"1110 Spring St  Sharon Hill, PA 19079",610-237-6200,9,"5,468",Local Police
PA,Sharon Police Department,,"155 W Connelly Blvd  Sharon, PA 16146",,25,,Local Police
PA,Sharpsburg Borough Police Department,,"1611 Main Street  Pittsburgh, PA 15215",412-781-0546,6,"3,594",Local Police
PA,Sharpsville Borough Police Department,,"1 S. Walnut St.  Sharpsville, PA 16150",724-962-7829,5,"4,500",Local Police
PA,Sheffield Township Police Department,,"P.O. Box 28220 Leather St. Sheffield, PA 16347",814-968-5610,2,"2,346",Local Police
PA,Shenandoah Borough Police Department,,"25 W Washington St  Shenandoah, PA 17976",570-462-4362,7,"5,624",Local Police
PA,Shenango Township Police Department,,"1000 Willowbrook Rd  New Castle, PA 16101",724-658-6095,5,"7,633",Local Police
PA,Shillington Police Department,,"999 E. Broad St.  Shillington, PA 19607",,7,,Local Police
PA,Shippensburg Borough Police Department,,"60 West Burd Street  Shippensburg, PA 17257",,10,,Local Police
PA,Shippensburg University Of Pennsylvania Police,,"1871 Old Main Drive  Shippensburg, PA 17257",,17,,Special Jurisdiction
PA,Shippingport Borough Police Department,,"P.O. Box 76  Shippingport, PA 15077",724-643-1371,2,237,Local Police
PA,Shiremanstown Borough Police Department,,"1 Park Lane  Camp Hill, PA 17011",,2,,Local Police
PA,Shohola Township Police Department,,"159 Twin Lakes Road  Shohola, PA 18458",570-559-7359,1,"2,088",Local Police
PA,Silver Lake Township Police Department,,"P.O. Box 14  Brackney, PA 18812",570-967-2618,2,"1,729",Local Police
PA,Silver Spring Township Police Department,,"6475 Carlisle Pike  Mechanicsburg, PA 17050",717-697-0607,15,"10,592",Local Police
PA,Sinking Spring Police Department,,"3940 Penn Ave.,  Rear  Reading, PA 19608",,6,,Local Police
PA,Slatington Borough Police Department,,"125 S Walnut St  Slatington, PA 18080",610-767-1846,7,"4,434",Local Police
PA,Slippery Rock Borough Police Department,,"306 E Water St  Slippery Rock, PA 16057",724-794-6388,4,"3,068",Local Police
PA,Slippery Rock University Of Pennsylvania Police,,"145 Kiester Road  Slippery Rock, PA 16057",,16,,Special Jurisdiction
PA,Smethport Borough Police Department,,"201 W. Main Street  Smethport, PA 16749",814-887-5817,2,"1,684",Local Police
PA,Smith Township Police Department,,"P.O. Box 94  Slovan, PA 15078",724-947-5069,1,"4,567",Local Police
PA,Smithton Borough Police Department.,,"615 Center StreetPO Box 374 Smithton, PA 15479",,1,,Local Police
PA,Snyder County District Attorney,,"P.O. Box 217 9W Market St.  Middleburg, PA 17842",,1,,Special Jurisdiction
PA,Snyder County Sheriff's Office,,"12 S Main St  Middleburg, PA 17842",570-837-3311,4,"37,546",Sheriff
PA,Solebury Township Police Department,,"P.O. Box 1393092 Sugan Rd Solebury, PA 18963",215-297-8201,13,"7,743",Local Police
PA,Somerset Borough Police Department,,"340 W Union St  Somerset, PA 15501",814-445-4596,9,"6,762",Local Police
PA,Somerset County District Attorney's Office,,"111 E Union Street Suite 40  Somerset, PA 15501",,2,,Special Jurisdiction
PA,Souderton Police Department.,,"31 West Summit Street  Souderton, PA 18964",,5,,Local Police
PA,South Abington Township Police Department,,"104 Shady Lane RdP.O. Box 259 Chinchilla, PA 18410",570-586-2111,11,"8,638",Local Police
PA,South Beaver Township Police Department,,"817 Blackhawk Road  Beaver Falls, PA 15010",724-843-0214,4,"2,974",Local Police
PA,South Buffalo Township Police Department,,"384 Iron Bridge Rd  Freeport, PA 16229",724-295-0466,2,"2,785",Local Police
PA,South Centre Township Police Department,,"6260 4Th St  Bloomsburg, PA 17815",,4,,Local Police
PA,South Coatesville Borough Police Department,,"134 Modena Road  Coatesville, PA 19320",610-384-3500,2,997,Local Police
PA,South Connellsville Borough Police Department,,"1503 S. Pittsburgh Street  Connellsville, PA 15425",724-628-4860,2,"2,281",Local Police
PA,South Fayette Township Police Department,,"515 Millers Run Rd  Morgan, PA 15064",412-221-2174,18,"12,271",Local Police
PA,South Fork Borough Police Department,,"507 Maple Street P.O. Box 121  South Fork, PA 15956",814-495-9886,2,"1,138",Local Police
PA,South Greensburg Borough Police Department,,"115 Poplar St  Greensburg, PA 15601",424-834-2915,2,"2,280",Local Police
PA,South Heidelberg Township Police Department,,"68A N Galen Hall Rd  Wernersville, PA 19565",,7,,Local Police
PA,South Heights Borough Police Department,,"P.O. Box 307  South Heights, PA 15081",,0,,Local Police
PA,South Lebanon Township Police Department,,"1800 S 5Th Ave  Lebanon, PA 17042",717-274-0481,7,"8,383",Local Police
PA,South Londonderry Township Police Department,,"P.O. Box 320West Market Street Campbelltown, PA 17010",717-838-1376,6,"5,458",Local Police
PA,South Park Township Police Department,,"2675 Brownsville Rd  Library, PA 15129",412-833-1000,17,"14,340",Local Police
PA,South Pymatuning Township Police Department,,"3483 Tamarack Dr  Sharpsville, PA 16150",724-962-7856,2,"2,857",Local Police
PA,South Strabane Township Police Department,,"550 Washington Rd  Washington, PA 15301",724-225-8111,14,"7,987",Local Police
PA,South Waverly Borough Police Department,,"2523 Pennsylvania Avenue  Sayre, PA 18840",570-888-2921,3,987,Local Police
PA,South Whitehall Township Police Department,,"4444 Walbert Ave  Allentown, PA 18104",610-398-0337,37,"18,028",Local Police
PA,South Williamsport Police,,"329-331 West Southern Avenue  South Williamsport, PA 17702",,7,,Local Police
PA,Southern Regional Police Department (Lancaster Co.),,"3284 Main StreetP.O. Box 254 Conestoga, PA 17516",,9,,Local Police
PA,Southern Regional Police Department Of York County,,"47 E High St  New Freedom, PA 17349",,11,,Local Police
PA,Southwest Greensburg Borough Police Department,,"564 Stanton Street  Greensburg, PA 15601",,2,,Local Police
PA,Southwest Mercer Regional Police Department,,"500 Roemer BlvdPo Box 70 Farrell, PA 16121",,23,,Local Police
PA,Southwest Regional Police Department,,"10 Main Street  Belle Vernon, PA 15012",,4,,Local Police
PA,Southwestern Regional Police Department,,"6115 Thoman Drive  Spring Grove, PA 17362",,13,,Local Police
PA,Spring City Borough Police Department,,"6 S Church St  Spring City, PA 19475",,3,,Local Police
PA,Spring Garden Township Police Department,,"340 Tri Hill Rd  York, PA 17403",717-843-0851,18,"11,974",Local Police
PA,Spring Township Police Department,,"1309 Blanchard St  Bellefonte, PA 16823",814-355-5134,6,"6,117",Local Police
PA,Spring Township Police Department,,"2800 Shillington Road  Reading, PA 19608",610-678-3431,28,"21,805",Local Police
PA,Springdale Borough Police Department,,"325 School Street  Springdale, PA 15144",724-274-9022,2,"3,828",Local Police
PA,Springdale Township Police Department,,"100 Plate Drive  Harwick, PA 15049",724-274-4034,3,"1,802",Local Police
PA,Springettsbury Township Police Department,,"1501 Mt Zion Rd  York, PA 17402",,32,,Local Police
PA,Springfield Township Police Department,,"1510 Paper Mill Rd  Wyndmoor, PA 19038",215-836-1600,30,"19,533",Local Police
PA,Springfield Township Police Department,,"2320 Township Road  Quakertown, PA 18951",610-346-7600,2,"4,963",Local Police
PA,Springfield Township Police Department,,"50 Powell Rd  Springfield, PA 19064",610-544-6900,33,"23,677",Local Police
PA,St Clair Borough Police Department,,"24 N. Second Street  Saint Clair, PA 17970",570-429-3050,6,"3,254",Local Police
PA,St Marys Police Department,,"319 Erie Avenue  Saint Marys, PA 15857",,15,,Local Police
PA,State College Borough Police Department,,"243 S. Allen St.  State College, PA 16801",814-234-7161,64,"38,420",Local Police
PA,Steelton Borough Police Department,,"123 N Front St  Harrisburg, PA 17113",717-939-9841,12,"5,858",Local Police
PA,Stewartstown Borough Police Department,,"6 N Main St Suite E  Stewartstown, PA 17363",717-993-5308,5,"1,752",Local Police
PA,Stockertown Borough Police,,"P.O. Box 419301 State street Stockertown, PA 18083",,0,,Local Police
PA,Stonycreek Township Police Department,,"1610 Bedford Street  Johnstown, PA 15902",814-266-3111,2,"3,204",Local Police
PA,Stowe Township Police Department,,"555 Broadway Ave  Mc Kees Rocks, PA 15136",412-331-4010,7,"6,706",Local Police
PA,Strasburg Borough Police Department,,"145 Precision Ave  Strasburg, PA 17579",717-687-7128,4,"2,800",Local Police
PA,Stroud Area Regional Police Department,,"100 Day Street  East Stroudsburg, PA 18301",,56,,Local Police
PA,Sugar Notch Police Department,,"P.O. Box 41Main and Freed Sts Sugar Notch, PA 18706",,1,,Local Police
PA,Sugarcreek Borough Police Department,,"212 Fox Street  Franklin, PA 16323",814-437-3702,5,"5,331",Local Police
PA,Sugarloaf Township Police Department,,"P.O. Box 61  Sybertsville, PA 18251",570-788-5339,5,"3,652",Local Police
PA,Sullivan County Sheriff's Office,,"245 MUNCY STREET SUITE 140  Laporte, PA 18626",570-946-7361,2,"6,556",Sheriff
PA,Summerhill Township Police Department,,"114 Irvan Street  Beaverdale, PA 15921",814-487-7314,2,"2,724",Local Police
PA,Summit Hill Borough Police Department,,"40 W. Amidon St.  Summit Hill, PA 18250",570-645-7429,4,"2,974",Local Police
PA,Summit Township Police Department,,"192 Township Office RoadP.O. Box 27 Meyersdale, PA 15552",,2,,Local Police
PA,Sunbury Police Department,,"440 Market St  Sunbury, PA 17801",,12,,Local Police
PA,Susquehanna Area Regional Airport Authority,,"One Terminal Drive, Suite 101  Middletown, PA 17057",,11,,Special Jurisdiction
PA,Susquehanna County Detectives,,"P.O. Box 21811 Maple St., Courthouse Annex Montrose, PA 18801",,1,,Special Jurisdiction
PA,Susquehanna County Sheriff's Office,,"P.O. Box 218County Courthouse Montrose, PA 18801",570-278-4600,7,"42,238",Sheriff
PA,Susquehanna Regional Police Department,,"188 Rock Point Road  Marietta, PA 17547",,14,,Local Police
PA,Susquehanna Township Police Department,,"1900 Linglestown Rd  Harrisburg, PA 17110",717-652-8265,40,"21,895",Local Police
PA,Swarthmore Borough Police Department,,"121 Park Ave  Swarthmore, PA 19081",610-543-0123,9,"6,170",Local Police
PA,Swatara Township Police Department,,"599 Eisenhower Blvd  Harrisburg, PA 17111",717-564-2550,46,"22,611",Local Police
PA,Sweden Township Police Department,,"121 Faith Street  Coudersport, PA 16915",814-274-0654,1,775,Local Police
PA,Swissvale Borough Police Department,,"7560 Roslyn St  Pittsburgh, PA 15218",412-271-8777,14,"9,653",Local Police
PA,Swoyersville Borough Police Department,,"675 Main Street  Swoyersville, PA 18704",570-288-6565,8,"5,157",Local Police
PA,Sykesville Borough Police Department,,"21 E Main St  Sykesville, PA 15865",814-894-2406,2,"1,246",Local Police
PA,Tamaqua Borough Police Department,,"320 East Broad Street  Tamaqua, PA 18252",570-668-5000,9,"7,174",Local Police
PA,Tarentum Borough Police Department,,"318 Second Avenue  Tarentum, PA 15084",724-224-1515,7,"4,993",Local Police
PA,Tatamy Borough Police Department,,"425 Broad StreetP.O. Box 277 Tatamy, PA 18085",610-252-2260,1,930,Local Police
PA,Taylor Borough Police Department,,"122 Union St  Taylor, PA 18517",570-562-2210,8,"6,475",Local Police
PA,Telford Borough Police Department,,"100 Penn Ave  Telford, PA 18969",215-723-6700,6,"4,680",Local Police
PA,Temple University Campus Police Department,,"1101 W. Montgomery Ave.  Philadelphia, PA 19122",,125,,Special Jurisdiction
PA,Throop Borough Police Department,,"201 Charles Street  Throop, PA 18512",570-489-0211,4,"4,010",Local Police
PA,Tidioute Borough Police Department,,"174 Main Street  Tidioute, PA 16351",814-484-7424,1,792,Local Police
PA,Tilden Township Police Department,,"870 Hex Highway  Hamburg, PA 19526",,2,,Local Police
PA,Tinicum Township Police Department,,"165 Municipal Road  Pipersville, PA 18947",610-294-9158,5,"4,206",Local Police
PA,Tinicum Township Police Department,,"629 N Governor Printz Blvd.  Essington, PA 19029",610-521-3830,15,"4,353",Local Police
PA,Tioga County Detectives,,"118 Main StTioga District Attorney Wellsboro, PA 16901",,1,,Special Jurisdiction
PA,Tioga County Sheriff's Office,,"116 Main St  Wellsboro, PA 16901",570-724-3491,5,"41,373",Sheriff
PA,Titusville Police Department,,"323 N Franklin St  Titusville, PA 16354",,13,,Local Police
PA,Towamencin Township Police Department,,"1090 Troxel Road  Kulpsville, PA 19443",215-368-7606,22,"17,597",Local Police
PA,Towanda Borough Police Department,,"10 Park Street  Towanda, PA 18848",570-265-2522,6,"3,024",Local Police
PA,Tower City Borough Police Department,,"219 E Colliery Avenue  Tower City, PA 17980",,0,,Local Police
PA,Trafford Borough Police Department,,"430 Brinton AvenueP.O. Box 83 Trafford, PA 15085",412-372-6550,2,"3,236",Local Police
PA,Trainer Borough Police Department,,"824 Main Street  Marcus Hook, PA 19061",610-494-7399,6,"1,901",Local Police
PA,Tredyffrin Township Police Department,,"1100 Duportail Road  Berwyn, PA 19312",610-644-3221,49,"29,062",Local Police
PA,Tremont Borough Police Department,,"139 Clay Street, Suite 2  Tremont, PA 17981",,2,,Local Police
PA,Troy Borough Police Department,,"110 Elmira St  Troy, PA 16947",570-297-2423,3,"1,508",Local Police
PA,Tullytown Borough Police Department,,"500 Main St  Bristol, PA 19007",215-945-0999,6,"2,031",Local Police
PA,Tulpehocken Township Police Department,,"22 Rehrersburg Road  Rehrersburg, PA 19550",717-933-1390,3,"3,290",Local Police
PA,Tunkhannock Borough Police Department,,"126 Warren Street  Tunkhannock, PA 18657",570-836-3369,4,"1,911",Local Police
PA,Tunkhannock Township Police Department,,"438 State Road 92 South  Tunkhannock, PA 18657",570-836-5255,4,"4,298",Local Police
PA,Turtle Creek Borough Police Department,,"125 Monroeville Avenue  Turtle Creek, PA 15145",412-823-1200,6,"6,076",Local Police
PA,Tyrone Borough Police Department,,"1100 Logan Avenue  Tyrone, PA 16686",814-684-1364,3,"5,528",Local Police
PA,Union City Borough Police Department,,"13 S Main St  Union City, PA 16438",,3,,Local Police
PA,Union County Detectives,,"103 S. 2Nd St. 2Nd FloorUnion County Courthouse Lewisburg, PA 17837",,0,,Special Jurisdiction
PA,Union County Sheriff's Office,,"103 S 2Nd St  Lewisburg, PA 17837",570-524-8116,7,"40,909",Sheriff
PA,Union County Sheriff's Office,,"103 S 2Nd St  Lewisburg, PA 17837",570-524-8716,7,"41,624",Sheriff
PA,Union Township Police Department,,"1910 Davies Avenue  New Castle, PA 16101",724-652-5203,3,"5,103",Local Police
PA,Uniontown Police Department,,"80 North Beeson Avenue  Uniontown, PA 15401",,17,,Local Police
PA,University Of Pittsburg - Bradford Police,,"300 Campus Drive  Bradford, PA 16701",,6,,Special Jurisdiction
PA,University Of Pittsburgh - Greensburg Police,,"1150 Mount Pleasant Road  Greensburg, PA 15601",,7,,Special Jurisdiction
PA,University Of Pittsburgh - Main Campus Police,,"3412 Forbes Avenue  Pittsburgh, PA 15260",,73,,Special Jurisdiction
PA,University Of Pittsburgh - Titusville Police,,"517 E Spruce St  Titusville, PA 16354",,5,,Special Jurisdiction
PA,University Of Pittsburgh At Johnstown Police,,"152 Biddle Hall  Johnstown, PA 15904",,13,,Special Jurisdiction
PA,Upland Borough Police Department,,"224 Castle Avenue  Brookhaven, PA 19015",610-872-3040,4,"2,977",Local Police
PA,Upper Allen Township Police Department,,"100 Gettysburg Pike  Mechanicsburg, PA 17055",717-795-2445,20,"15,338",Local Police
PA,Upper Burrell Township Police Department,,"3735 Seventh St  New Kensington, PA 15068",724-335-0664,2,"2,240",Local Police
PA,Upper Chichester Township Police Department,,"P.O. Box 2136  Boothwyn, PA 19061",610-485-8400,23,"16,842",Local Police
PA,Upper Darby Township Police Department,,"7236 West Chester Pike  Upper Darby, PA 19082",610-734-7686,131,"81,821",Local Police
PA,Upper Dublin Township Police Department,,"801 Loch Alsh Avenue  Fort Washington, PA 19034",215-646-2100,41,"25,878",Local Police
PA,Upper Gwynedd Township Police Department,,"10 Parkside Place  West Point, PA 19486",215-699-5862,21,"14,243",Local Police
PA,Upper Makefield Township Police Department,,"1076 Eagle Road  Newtown, PA 18940",215-968-3020,18,"7,180",Local Police
PA,Upper Merion Township Police Department,,"175 West Valley Forge Road  King Of Prussia, PA 19406",610-265-3232,64,"26,863",Local Police
PA,Upper Moreland Township Police Department,,"117 Park Avenue  Willow Grove, PA 19090",215-657-4700,39,"24,993",Local Police
PA,Upper Nazareth Township Police Department,,"100 Newport Ave  Nazareth, PA 18064",610-759-7448,8,"4,426",Local Police
PA,Upper Perk Police District,,"88 W Sixth St  Pennsburg, PA 18073",,9,,Local Police
PA,Upper Pottsgrove Township Police Department,,"1420 Heather Place  Pottstown, PA 19464",610-326-8446,9,"4,102",Local Police
PA,Upper Providence Township Police Department,,"1286 Black Rock RdBox 406 Oaks, PA 19456",,24,"10,509",Local Police
PA,Upper Providence Township Police Department,,"935 N Providence Rd  Media, PA 19063",610-933-7899,13,"15,398",Local Police
PA,Upper Saucon Township Police Department,,"5500 Camp Meeting Rd  Center Valley, PA 18034",610-282-3064,20,"11,939",Local Police
PA,Upper Southampton Township Police Dep,,"939 Street Road  Southampton, PA 18966",,22,,Local Police
PA,Upper St. Clair Township Police Department,,"1820 Mclaughlin Run Rd  Pittsburgh, PA 15241",,28,,Local Police
PA,Upper Uwchlan Township Police Department,,"140 Pottstown Pike  Chester Springs, PA 19425",610-458-5862,10,"6,850",Local Police
PA,Upper Yoder Township Police Department,,"302 Elim Street  Johnstown, PA 15905",814-255-6227,4,"5,862",Local Police
PA,Uwchlan Township Police Department,,"717 N Ship Rd  Exton, PA 19341",610-363-6947,22,"16,576",Local Police
PA,Valley Township Police Department,,"890 W. Lincoln Hwy  Coatesville, PA 19320",,5,"5,116",Local Police
PA,Vandergrift Borough Police Department,,"109 Grant Avenue  Vandergrift, PA 15690",724-568-5507,8,"5,455",Local Police
PA,Venango County Sheriff's Office,,"CourthousePO Box 831 Franklin, PA 16323",814-432-9563,14,"57,565",Sheriff
PA,Vernon Township Police Department,,"16678 Mcmath Ave  Meadville, PA 16335",814-333-6309,4,"5,499",Local Police
PA,Verona Borough Police Department,,"736 E Railroad Ave  Verona, PA 15147",412-828-6034,4,"3,124",Local Police
PA,Vintondale Borough Police Department,,"351 Main StreetP.O. Box 217 Vintondale, PA 15961",814-749-0939,0,528,Local Police
PA,Walker Township Police Department,,"9 Township RoadP.O. Box 210 Tamaqua, PA 18252",570-668-4603,1,936,Local Police
PA,Walnutport Borough Police Department,,"417 Lincoln Avenue  Walnutport, PA 18088",,4,"2,043",Local Police
PA,Wampum Borough Police Department,,"P.O. Box 65  Wampum, PA 16157",,0,,Local Police
PA,Warminster Township Police Department,,"401 Gibson Ave  Warminster, PA 18974",215-443-5000,47,"31,383",Local Police
PA,Warren County Sheriff's Office,,"407 Market St  Warren, PA 16365",814-723-7553,10,"43,863",Sheriff
PA,Warren Police Department,,"318 W Third Ave  Warren, PA 16365",,17,,Local Police
PA,Warrington Township Police Department,,"852 Easton Rd  Warrington, PA 18976",215-343-8423,31,"17,580",Local Police
PA,Warrior Run Borough Police Department,,"Front & Hanover Streets  Wilkes Barre, PA 18706",570-823-3225,0,624,Local Police
PA,Warwick Township Police Department,,"1733 Township Greene  Jamison, PA 18929",,20,"11,977",Local Police
PA,Warwick Township Police Department,,"315 Clay RdPo Box 308 Lititz, PA 17543",717-626-3162,16,"15,475",Local Police
PA,Washington County Detectives,,"1 South Main Street  Washington, PA 15301",,5,,Special Jurisdiction
PA,Washington County Sheriff's Office,,"100 W Beau St Ste 303  Washington, PA 15301",724-228-6840,32,"202,897",Sheriff
PA,Washington Police Department,,"56 W. Strawberry Avenue  Washington, PA 15301",,31,,Local Police
PA,Washington Township Police Department,,"1021 Washington Blvd.  Bangor, PA 18013",610-588-2040,5,"4,152",Local Police
PA,Washington Township Police Department,,"13013 Welty Rd  Waynesboro, PA 17268",717-762-1447,16,"11,559",Local Police
PA,Washington Township Police Department,,"1390 Fayette Avenue  Belle Vernon, PA 15012",724-727-3410,2,"7,384",Local Police
PA,Washington Township Police Department,,"289 Pine Run Church Rd  Apollo, PA 15613",724-727-3410,6,"7,384",Local Police
PA,Watsontown Borough Police Department,,"318 Main StreetPO Box 14 Watsontown, PA 17777",570-538-2773,5,"2,255",Local Police
PA,Wayne County Detectives,,"925 Court Street  Honesdale, PA 18431",,2,,Special Jurisdiction
PA,Wayne County Sheriff's Office,,"925 Court StCourthouse Annex Honesdale, PA 18431",,13,"47,722",Sheriff
PA,Waynesboro Police Department,,"57 East Main StreetP.O. Box 310 Waynesboro, PA 17268",717-762-2131,19,"9,614",Local Police
PA,Waynesburg Borough Police Department,,"90 E High St  Waynesburg, PA 15370",724-627-8113,8,"4,184",Local Police
PA,Weatherly Police Department,,"10 Wilbur St  Weatherly, PA 18255",,3,,Local Police
PA,Wellsboro Borough Police Department,,"28 Crafton St  Wellsboro, PA 16901",,6,,Local Police
PA,Wernersville Police Department,,"100 North Reber Street  Wernersville, PA 19565",,2,,Local Police
PA,Wesleyville Borough Police Department,,"3421 Buffalo Road  Erie, PA 16510",814-899-0681,6,"3,617",Local Police
PA,West Brandywine Township Police Department,,"198 Lafayette Rd  Coatesville, PA 19320",610-380-8201,7,"7,153",Local Police
PA,West Caln Township Police Department,,"P.O. Box 111  Wagontown, PA 19376",,2,,Local Police
PA,West Chester Borough Police Department,,"401 East Gay Street  West Chester, PA 19380",610-696-4930,47,"17,861",Local Police
PA,West Conshohocken Borough Police Department,,"1001 New Dehaven Street  Conshohocken, PA 19428",610-940-5842,13,"1,446",Local Police
PA,West Deer Township Police Department,,"P.O. Box 2  Russellton, PA 15076",724-265-1100,12,"11,563",Local Police
PA,West Earl Township Police Department,,"157 West Metzer RoadPo Box 787 Brownstown, PA 17508",717-859-1411,6,"6,766",Local Police
PA,West Fallowfield Township Police Department,,"P.O. Box 55  Cochranville, PA 19330",610-593-2442,1,"2,485",Local Police
PA,West Goshen Township Police Department,,"1025 Paoli Pike  West Chester, PA 19380",610-696-7400,27,"20,495",Local Police
PA,West Grove Borough Police Department,,"P.O. Box 61  West Grove, PA 19390",610-869-2024,2,"2,652",Local Police
PA,West Hazleton Borough Police Department,,"12 South Fourth Street  Hazleton, PA 18202",,1,,Local Police
PA,West Hempfield Township Police Department,,"3401 Marietta Ave  Lancaster, PA 17601",717-285-5191,19,"15,128",Local Police
PA,West Hills Regional Police Department,,"1000 Luzerne Street  Johnstown, PA 15905",814-255-4145,11,"5,523",Local Police
PA,West Homestead Borough Police Department,,"456 W 8TH AVE  West Homestead, PA 15120",,7,,Local Police
PA,West Lampeter Township Police Department,,"P.O. Box 296  Lampeter, PA 17537",717-464-0918,15,"13,145",Local Police
PA,West Leechburg Borough Police Department,,"1015 Plazak Street  Leechburg, PA 15656",724-845-2379,0,"1,290",Local Police
PA,West Mahanoy Township Police Department,,"190 Pennsylvania Ave  Shenandoah, PA 17976",570-462-2360,3,"6,166",Local Police
PA,West Manchester Township Police Department,,"380 E Berlin Rd380 E. BERLIN ROAD York, PA 17408",717-792-9514,26,"17,035",Local Police
PA,West Manheim Township Police Department,,"2412 Baltimore Pike  Hanover, PA 17331",717-632-7059,7,"4,865",Local Police
PA,West Mead Township Police Department,,"P.O. Box 3721150 Morgan Village Road Meadville, PA 16335",814-336-1005,2,"5,227",Local Police
PA,West Mifflin Borough Police Department,,"4733 Greensprings Ave  West Mifflin, PA 15122",412-461-3125,37,"22,464",Local Police
PA,West Newton Borough Police Department,,"112 South Water Street  West Newton, PA 15089",724-872-8610,2,"3,083",Local Police
PA,West Norriton Township Police Department,,"1630 W. Marshall Street  Norristown, PA 19403",610-630-1701,27,"14,901",Local Police
PA,West Nottingham Township Police Department,,"P.O. Box 67  Nottingham, PA 19362",610-932-4072,0,"2,634",Local Police
PA,West Penn Township Police Department,,"5 Municipal Rd.  New Ringgold, PA 17960",570-386-1100,3,"3,852",Local Police
PA,West Pike Run Township Police Department,,"238 Pike Run Drive  Daisytown, PA 15427",724-938-9194,1,"1,925",Local Police
PA,West Pikeland Township Police Department,,"1208 Kimberton Road  Chester Springs, PA 19425",610-827-5007,4,"3,551",Local Police
PA,West Pittston Borough Police Department,,"555 Exeter Ave  Exeter, PA 18643",570-655-7783,4,"5,072",Local Police
PA,West Pottsgrove Township Police Department,,"980 Grosstown Rd  Pottstown, PA 19464",610-323-2090,9,"3,815",Local Police
PA,West Reading Borough Police Department,,"500 Chestnut St  Reading, PA 19611",610-373-0111,15,"4,049",Local Police
PA,West Sadsbury Township Police Department,,"4051 West Lincoln Hwy  Parkesburg, PA 19365",,4,,Local Police
PA,West Shore Regional Police Department,,"510 Herman Avenue  Lemoyne, PA 17043",717-737-8734,10,"3,995",Local Police
